id;displayid;value
186648;41;Tanzar's Trunk
187377;1787;Tanzar's Cage
186733;222;The Map of Zul'Aman
186306;7427;Wooden Door
186744;2450;Amani Treasure Box
186859;7531;Doodad_ZulAman_FireDoor01
187334;7604;Guild Vault
186731;7095;Doodad_ET_Holographic_Stand02
186730;7095;Doodad_ET_Holographic_Stand01
187370;216;Cooking Pot
187365;7612;Guild Vault
187294;7608;Guild Vault
186406;192;Campfire
186285;5751;Zul'Aman Fire Med
186286;5751;Zul'Aman Fire Large
187329;7607;Guild Vault
185520;398;Fel Fire
187299;7605;Guild Vault
186175;216;Cauldron
185595;6332;Test Rift
185590;429;Sethekk Halls Moonstone
187372;2450;The Talon King's Coffer
186972;6972;Bonfire
187291;7612;Guild Vault
187292;7613;Guild Vault
175149;91;Doodad_GeneralMedChair02
175151;91;Doodad_GeneralMedChair04
175150;91;Doodad_GeneralMedChair03
175148;396;Doodad_UndeadCampFire25
180024;51;Mysterious Deadmines Chest
187295;7616;Guild Vault
180643;6478;Saga of the Sin'dorei
187337;7615;Guild Vault
187296;7615;Guild Vault
186432;4491;Cove Cannon
186272;1209;Tool Kit
186273;2350;Damaged Diving Gear
186283;6434;Shipwreck Debris
186278;6723;Burning Wreckage
186243;192;Campfire
186322;193;Hyal Family Monument
186423;7445;Witchbane
186418;5258;Mordant's Gift
186266;36;Deserter Propaganda
186451;216;Cauldron
186465;6231;Lighthouse Beam
180863;6522;Firework Rocket, Type 1 Purple BIG
181053;644;Basket of Bloodkelp
186469;6679;Alcaz Rune Circle
186425;6370;Witchbane Torch
186301;7425;Blackhoof Armaments
186287;1787;Blackhoof Cage
186288;14;Raptor Bait
186450;6606;Zeppelin Cargo
187273;520;Suspicious Hoofprint
187272;520;Generic Hoofprint
186441;6866;Power Core Fragment
186240;150;Tabetha's Farm
186332;7431;Ogre Remains
186334;1287;Ogre Remains
186241;309;Mudsprocket
186242;309;Brackenwall Village
186233;192;Campfire
186230;2190;Mailbox
186426;3053;Wanted Poster
186231;233;Forge
186232;166;Anvil
186463;391;Wyrmtail
186329;6957;Stonemaul Clan Banner
186330;1310;Stonemaul Banner
186335;6957;Stonemaul Banner
31510;0;Bright Campfire
187252;192;Campfire
182071;4251;Small Chapel Fire
186315;7430;Wreath
187290;7606;Guild Vault
186729;28;Mana Berry Bush
186631;166;Anvil
186629;2128;Mailbox
186630;233;Forge
186741;2450;Amani Charm Box
186736;323;Money Bag
187379;1787;Kraz's Cage
187378;1787;Harkor's Cage
186667;4191;Kraz's Package
186658;4192;Kraz's Chest
186739;2450;Amani Charm Box
186430;181;Zungam's Ball and Chain
186671;7495;Ashli's Vase
187380;1787;Ashli's Cage
186672;323;Ashli's Bag
186623;1107;Zul'Aman - Dwarf Hammer
187021;644;Harkor's Satchel
186734;2450;Amani Charm Box
185480;7319;Door
185478;7319;Door
185584;7362;Naj'entus Spine
185601;7362;Naj'entus Spine Trap
185479;7319;Door
186152;7319;Doodad_BT_CommonDoor08
186262;7422;Doodad_BT_Illidan_Door_Left01
185905;7388;Gate
186261;7421;Doodad_BT_Illidan_Door_Right01
185892;7319;Door
185482;7319;Door
185487;6979;Bench
185489;6979;Bench
185490;6979;Bench
185488;6979;Bench
185485;6979;Bench
185486;6979;Bench
185883;6979;Bench
185886;6979;Bench
185887;6979;Bench
185884;6979;Bench
185888;6979;Bench
185885;6979;Bench
182260;5752;Roaring Flame
186740;2450;Amani Charm Box
185946;3073;Frost Trap
185916;1247;Cage Trap
184287;192;Campfire
184161;1967;Bonfire
3872;349;Mighty Blaze
3875;351;Blazing Fire
3877;351;Blazing Fire
3871;349;Mighty Blaze
3878;351;Blazing Fire
3886;351;Blazing Fire
3873;349;Mighty Blaze
3874;351;Blazing Fire
3870;349;Mighty Blaze
174860;350;Doodad_MediumBrazier02
3883;351;Blazing Fire
3876;351;Blazing Fire
3885;351;Blazing Fire
3865;350;Burning Embers
174861;351;Doodad_SmallBrazier01
3864;349;Mighty Blaze
186154;7408;Cauldron of Major Fire Protection
3866;351;Blazing Fire
185557;7360;Ancient Gem Vein
186419;223;Wrecked Row Boat
165587;396;Fire
186420;163;Syndicate Documents
186422;7209;Round Table
187254;164;Rolled Scroll
187390;7604;Guild Vault
186896;603;Bench
186897;603;Bench
186898;603;Bench
186901;603;Bench
186899;603;Bench
186900;603;Bench
186903;603;Bench
186904;603;Bench
186902;603;Bench
185582;5263;Hanging, Square, Large - Xmas
22718;39;Wooden Chair
187267;7600;Romantic Basket
176117;1287;Pamela's Doll's Trap
183929;0;
22702;39;Wooden Chair
22701;39;Wooden Chair
22700;39;Wooden Chair
22699;39;Wooden Chair
188215;7735;Collision PC Size
188127;7604;Guild Vault
188126;7612;Guild Vault
187058;7257;Mana Cell
187057;7569;Mana Cell 3x3
187056;7628;Shattrath Portal to Isle of Quel'Danas
187084;4452;Large Fire
187335;7146;Portal from Shattrath City
187073;7588;Razorthorn Dirt Mound
187039;7257;Smuggled Mana Cell
187990;7652;Doodad_SunwellRaid_Gate_07
187764;7651;Rohendor, The Second Gate
187979;7652;Doodad_SunwellRaid_Gate_02
187896;7652;Doodad_SunwellRaid_Gate_05
187770;7652;Doodad_SunwellRaid_Gate_04
188065;7652;Assembly Chamber Door
188064;7652;Asylum Door
188165;7197;Doodad_Kael_Explode_FX_Left01
188166;7196;Doodad_Kael_Explode_FX_Right01
188177;7149;Doodad_InstancePortal_PurpleDifficultyIcon02
187215;6979;Bench
187214;6979;Bench
187207;6979;Bench
187206;6979;Bench
187217;6979;Bench
188075;7691;Doodad_Sunwell_Fire_Barrier_ext01
187216;6979;Bench
188415;4891;Orb of the Blue Flight
188523;7798;Doodad_Sunwell_BossCollision01
188524;7799;Doodad_Sunwell_BossCollision02
188421;7770;Doodad_Sunwell_BossForceField01
188119;7704;Doodad_Sunwell_Ice_Barrier01
187226;6979;Bench
187227;6979;Bench
187228;6979;Bench
187229;6979;Bench
187224;6979;Bench
187225;6979;Bench
187221;6979;Bench
187220;6979;Bench
187223;6979;Bench
187222;6979;Bench
187218;6979;Bench
187219;6979;Bench
188132;2128;Mailbox
187111;6890;Hauthaa's Anvil
187112;7242;Forge
186633;2614;Gold Coins
186634;2614;Gold Coins
187345;7681;Sunwell Plateau
187333;28;Bloodberry Bush
188081;7694;Sanctum Planetarium
187360;6795;Blood Elf Banner (Hanging scale x3.00)
187080;1311;Sunwell Crystal Ward Aura
187078;7585;Crystal Ward
187431;7161;Orb of Translocation
187428;7161;Orb of Translocation
187358;6794;Blood Elf Banner (Pole)
187120;6706;Demonic Crystal
187355;6897;Magisters' Terrace
187354;6897;Greengill Coast
187371;7623;Bloodcrystal
188171;5494;Meeting Stone
188178;7149;Doodad_InstancePortal_PurpleDifficultyIcon01
188172;5494;Meeting Stone
188118;7703;Doodad_SunwellRaid_Gate_08
187766;7652;Agamath, The First Gate
187578;4891;Scrying Orb
187765;7651;Archonisus, The Third Gate
188173;7161;Escape to the Isle of Quel'Danas
187357;7618;Shattered Sun Banner (Blood Elf - Pole)
187356;7617;Shattered Sun Banner (Draenei - Pole)
187363;7621;Shattered Sun Banner (Hanging scale x3.00)
187123;7617;Shattered Sun Banner
187264;5744;Darkspine Ore Chest
22698;91;High Back Chair
187260;2690;Mailbox
187113;6870;Mailbox
187114;7591;Alchemy Table
187072;271;Razorthorn Root
187116;7629;Monument to the Fallen
188214;200;Bonfire
3881;351;Blazing Fire
3884;351;Blazing Fire
3882;349;Blazing Fire
3880;351;Blazing Fire
188123;1948;Mailbox
189993;7848;Portal to Theramore
189994;7849;Portal to Stonard
21511;0;Lashh'an Spell Circle
180669;6434;Swirling Maelstrom
181374;6678;Necropolis (scale 2.0)
181373;6678;Necropolis (scale 1.5)
176110;10;Dawn's Gambit
211023;1327;Black Portal
211036;731;Fire Totem
211050;5491;Teleport-Stone to Hyjal
178400;0;Maraudon Portal
180430;2570;Brazier of Madness - Inert
3879;351;Blazing Fire
3869;349;Mighty Blaze
3867;349;Mighty Blaze
15885;9262;Shrine Of Remulos
180654;5333;Hardpacked Snowdrift
181083;10;Sothos and Jarien's Heirlooms
180246;3013;Zul's Aura
181051;6661;Brazier of Invocation
181058;6663;Banner of Provocation
181260;0;Scorched Grove Runestone
184750;0;Unguarded Summoning Site
142698;0;Witherbark Village
179676;410;Fel Fire
178726;5311;Ichman's Beacon
185856;7376;Fetish of Sar'this
185907;5931;Southfury Speed Buff
187055;1327;Spectral Rift
185223;327;Force Commander Gorax's Corpse
22697;91;High Back Chair
22696;91;High Back Chair
22695;91;High Back Chair
187572;7710;Candle 01 - MFF
187573;7711;Candle 02 - MFF
188021;7683;Camp Pavilion
187653;4094;Standing, Post - MFF
187576;6748;Hanging, Square, Small - MFF
187667;6763;Hanging, Tall/Thin, Small - MFF
188020;7682;Camp Banner
187971;7734;Horde Bonfire
187973;7734;Horde Bonfire
187952;7734;Horde Bonfire
188352;6754;Flame of Shattrath
188174;3972;Midsummer Music Doodad
187963;7734;Horde Bonfire
101766;39;Wooden Chair
101768;39;Wooden Chair
101773;39;Wooden Chair
101774;39;Wooden Chair
101775;39;Wooden Chair
101776;39;Wooden Chair
101769;39;Wooden Chair
101778;39;Wooden Chair
101767;39;Wooden Chair
101779;39;Wooden Chair
101771;39;Wooden Chair
101772;39;Wooden Chair
101777;39;Wooden Chair
101770;39;Wooden Chair
178934;5551;The Chair
188150;7666;Ice Stone
188048;7684;Twilight Crystal Base
187943;7734;Alliance Bonfire
188148;7666;Ice Stone
188149;7666;Ice Stone
187950;7734;Horde Bonfire
188050;7685;Twilight Crystal Base
187929;7734;Alliance Bonfire
187961;7734;Horde Bonfire
187945;7734;Alliance Bonfire
187959;7734;Horde Bonfire
187708;6765;Torch Target Brazier
187957;7734;Horde Bonfire
187968;7734;Horde Bonfire
187948;7734;Horde Bonfire
187953;7734;Horde Bonfire
187946;7734;Alliance Bonfire
187970;7734;Horde Bonfire
187966;7734;Horde Bonfire
187975;7734;Horde Bonfire
187930;7734;Alliance Bonfire
187918;680;Twilight Bonfire
188157;7714;Twilight Crystal Base
188156;7716;Twilight Crystal Base
188152;7666;Ice Stone
188151;7666;Ice Stone
187969;7734;Horde Bonfire
187944;7734;Alliance Bonfire
187951;7734;Horde Bonfire
187956;7734;Horde Bonfire
187954;7734;Horde Bonfire
187947;7734;Horde Bonfire
187972;7734;Horde Bonfire
187914;7734;Alliance Bonfire
187964;7734;Horde Bonfire
187559;7734;Horde Bonfire
187965;7734;Horde Bonfire
187457;7692;Brazier of Dancing Flames
22694;39;Wooden Chair
22788;39;Wooden Chair
22782;39;Wooden Chair
189989;7000;Dark Iron Mole Machine Wreckage
190351;7903;D.I.S.C.O.
186683;7501;Empty Brew Wagon
186865;7535;Amani Drum
186748;1727;Harkor's Brew Keg
186750;6607;Fudgerick's Fireworks
186745;200;Bonfire
186669;3071;Freezing Trap
186670;7205;Snake Trap
188067;6752;Ice Block
188142;6752;Ice Block, Big
188073;1967;Ahune Bonfire
188072;6752;Ice Stone Mount
187882;7666;Ice Stone
188077;7713;Ice Spear
187927;7734;Alliance Bonfire
186685;7510;Dark Iron Mole Machine
186808;7525;Broken Keg
186809;7526;Broken Keg
189990;7000;Dark Iron Mole Machine Wreckage
186478;6371;Super Brew Stein
190022;8005;Personal Mole Machine
190386;7911;Rock Rubble
188498;6424;Mole Machine Console
190367;7907;Steam Main
190368;7907;Steam small
190395;4852;Cauldron Smoke
188508;7510;Dark Iron Mole Machine (Minion Summoner)
186737;7516;Brewfest Wagon Loaded
186217;22;BREWFEST - Coming Soon!
188478;7510;Dark Iron Mole Machine
190396;4852;Mug Smoke
190394;6371;Mug of Dire Brew
186668;3072;Explosive Trap
187564;7734;Alliance Bonfire
187916;7734;Alliance Bonfire
187920;7734;Alliance Bonfire
187923;7734;Alliance Bonfire
187924;7734;Alliance Bonfire
187925;7734;Alliance Bonfire
187926;7734;Alliance Bonfire
187928;7734;Alliance Bonfire
187931;7734;Alliance Bonfire
187932;7734;Alliance Bonfire
187934;7734;Alliance Bonfire
187936;7734;Alliance Bonfire
187938;7734;Alliance Bonfire
187940;7734;Alliance Bonfire
187988;4771;Twilight Torch
187989;4771;Twilight Torch
188049;7666;Ice Stone
188137;7666;Ice Stone
188138;7666;Ice Stone
22693;39;Wooden Chair
181688;7446;Ship, Icebreaker (Northspear)
181689;7546;Zeppelin, Horde (Cloudkisser)
186238;7546;Zeppelin, Horde (The Mighty Wind)
186799;347;Conspicuous Crate
186835;39;Chair
186836;39;Chair
186837;39;Chair
186838;39;Chair
186839;39;Chair
186840;39;Chair
186841;39;Chair
186842;39;Chair
186843;39;Chair
186844;39;Chair
187256;305;Forge
187258;273;Anvil
187259;273;Anvil
187316;7610;Mailbox
187558;91;
187560;245;Valiance Keep Cannon
187568;7636;Turtle (Walker of Waves)
187851;328;Cultist Shrine
187889;330;Airman Skyhopper's Flying Machine
187980;1;First Aid Supplies
188131;1;Wine Crate
188160;243;Explosives Cart
188169;39;Wooden Chair
188521;7797;Elevator
188692;245;Valiance Keep Cannon
190039;6404;Candy Bucket
190040;6404;Candy Bucket
190044;6404;Candy Bucket
190047;6404;Candy Bucket
190193;4452;Large Fire
190194;4251;Small Fire
190195;0;Flames
190196;0;Flames
190237;6709;Argent Dawn Banner
190238;266;Argent Dawn Banner Aura UNUSED
190287;5992;King Varian Wrynn
190352;7869;Doodad_HU_Portcullis03
190536;7446;Ship, Icebreaker (Stormwind's Pride)
190556;199;Fireplace
190557;1287;Runeforge
190680;648;Dwarven High Back Chair
190681;648;Dwarven High Back Chair
190683;7896;Barbershop Chair
190684;7896;Barbershop Chair
190709;39;Wooden Chair
190710;7896;Barbershop Chair
190711;7896;Barbershop Chair
190712;7896;Barbershop Chair
190713;91;Highback Chair
190714;91;Highback Chair
190715;91;Highback Chair
190942;8046;Death Gate
191164;8111;Portal to Dalaran
191364;6700;Doodad_Nox_portal_orange_bossroom01
191374;39;Wooden Chair
191375;39;Wooden Chair
191376;39;Wooden Chair
191377;39;Wooden Chair
191378;39;Wooden Chair
191379;39;Wooden Chair
191380;39;Wooden Chair
191381;39;Wooden Chair
191382;39;Wooden Chair
191383;39;Wooden Chair
191384;39;Wooden Chair
191385;39;Wooden Chair
191503;6701;Anvil
191504;6701;Anvil
191505;209;Forge
191506;6701;Anvil
191507;6701;Anvil
191508;209;Forge
191538;6699;Doodad_Nox_portal_purple_bossroom01
191539;6699;Doodad_Nox_portal_purple_bossroom17
191540;8109;Alchemy Lab
191541;8109;Alchemy Lab
191746;8175;Runeforge
191747;8175;Runeforge
191748;8175;Runeforge
191790;6872;Dalaran Firework Rocket
192052;6482;Imperial Manta Ray School
192686;5651;PVP HOLIDAY ALLIANCE GENERIC
192688;5652;PVP HOLIDAY HORDE GENERIC
193194;3993;Conspicuous Crate Green Trap
193963;8529;Toy Train Set
193981;8520;Lexicon of Power
175177;1569;Bench
175178;1569;Bench
185563;1308;Aura Trap Red Short
187074;409;Smoker
187085;5611;Campfire
187188;200;Bonfire
187239;192;Campfire
187240;192;Campfire
187244;192;Campfire
187245;192;Campfire
187246;192;Campfire
187247;192;Campfire
187248;192;Campfire
187249;192;Campfire
187268;2190;Mailbox
187275;388;Fizzcrank Airstrip
187276;388;Warsong Hold
187277;388;Warsong Hold
187278;388;Kaskala
187283;388;Riplash Ruins
187284;388;Riplash Ruins
187285;388;Warsong Hold
187297;388;Fizzcrank Airstrip
187298;388;Warsong Hold
187300;388;Kaskala
187301;388;Taunka'le Village
187302;388;Warsong Hold
187303;388;Dragonblight
187312;7609;Fizzcrank
187313;7609;Warsong Hold
187314;4572;Bonfire
187315;409;Smoker
187321;7611;Brazier
187322;2690;Mailbox
187325;388;Amber Ledge
187326;388;Dragonblight
187327;388;Taunka'le Village
187328;388;Kaskala
187339;388;Valiance Keep
187341;388;Valiance Keep
187343;388;Valiance Keep
187346;388;Valiance Keep
187348;388;Valiance Keep
187349;388;Amber Ledge
187350;388;Bor'gorok Outpost
187351;388;Sholazaar Basin
187364;192;Campfire
187367;261;Winterfin Clam
187376;668;NPC Fishing Bobber
187387;7626;Anvil
187388;7627;Forge
187561;7631;Arcane Prison
187565;7633;Elder Atkanok
187567;5264;Hanging, Streamer - Xmas
187577;5111;Warsong Banner
187655;7803;Nerub'ar Egg Sac
187658;192;Campfire
187659;7637;Warsong Munitions Crate
187660;7638;Warsong Munitions Crate
187661;7236;Warsong Munitions Crate
187662;7655;Elder Kesuk
187663;7655;Elder Sagani
187664;7655;Elder Takret
187670;7472;Tuskarr Ritual Object
187671;7626;Tuskarr Ritual Object
187673;7640;Farseer Grimwalker's Remains
187675;5751;Borean Tundra Fire Large
187676;5751;Borean Tundra Fire Small
187677;49;Scourged Earth
187683;7159;Pneumatic Tank Transjigamarig
187684;454;Super Strong Metal Plate
187685;7041;Super Strong Metal Plate
187686;450;Super Strong Metal Plate
187687;7643;Super Strong Metal Plate
187689;31;Crafty's Stuff
187703;5752;Kvaldir Inferno
187772;7631;Empty Arcane Prison
187773;7658;Beryl Shield
187850;7214;Beryl Shield Detonator
187852;200;Bonfire
187854;7760;Scourge Cage
187855;7760;Scourge Cage
187856;7760;Scourge Cage
187857;7760;Scourge Cage
187858;7760;Scourge Cage
187859;7760;Scourge Cage
187860;7760;Scourge Cage
187862;7760;Scourge Cage
187863;7760;Scourge Cage
187864;7760;Scourge Cage
187865;7760;Scourge Cage
187866;7760;Scourge Cage
187867;7760;Scourge Cage
187868;7760;Scourge Cage
187870;7760;Scourge Cage
187871;7760;Scourge Cage
187872;7760;Scourge Cage
187873;7760;Scourge Cage
187874;7760;Scourge Cage
187879;7408;Den of Dying Plague Cauldron
187880;6679;Circle
187881;6679;Talramas Scourge Summoning Circle
187884;7631;Evanor's Prison
187885;402;Gurgleboggle's Bauble
187886;402;Burblegobble's Bauble
187897;6314;Fizzcrank Spare Parts
187898;449;Fizzcrank Spare Parts
187899;6867;Fizzcrank Spare Parts
187900;6868;Fizzcrank Spare Parts
187901;451;Fizzcrank Spare Parts
187902;7662;Bloodspore Carpel
187909;261;Coldrock Clam
187985;353;North Point Station Valve
188012;192;Campfire
188013;192;Campfire
188015;7678;Shipment of Animal Parts
188016;7679;Shipment of Animal Parts
188017;335;Shipment of Animal Parts
188018;7680;Shipment of Animal Parts
188022;7529;Mammoth Trap
188024;7529;Mammoth Trap
188025;7529;Mammoth Trap
188026;7529;Mammoth Trap
188027;7529;Mammoth Trap
188030;7529;Mammoth Trap
188031;7529;Mammoth Trap
188032;7529;Mammoth Trap
188033;7529;Mammoth Trap
188034;7529;Mammoth Trap
188035;7529;Mammoth Trap
188036;7529;Mammoth Trap
188038;7529;Mammoth Trap
188039;7529;Mammoth Trap
188040;7529;Mammoth Trap
188041;7529;Mammoth Trap
188042;7529;Mammoth Trap
188043;7529;Mammoth Trap
188044;7529;Mammoth Trap
188084;7696;Plagued Grain
188085;7697;Plagued Grain
188087;7699;Wreckage A
188088;7700;Wreckage B
188089;7701;Wreckage C
188107;353;North Point Station Valve
188112;5471;Farshire Grain
188120;6892;Fields, Factories and Workshops
188141;4712;Frozen Phylactery
188163;7717;Bell Rope
188164;644;Kaskala Supplies
188227;7744;Agmar's Throne
188229;7745;Ice Giant Piece
188230;7746;Ice Giant Piece
188236;7635;Horde Armaments
188237;1988;Horde Armaments
188342;7069;Archmage Sunreaver's Rune
188344;265;Purple aura, tall
188346;7757;Tauren Rug
188347;7758;Tauren Rug
188348;6942;Tauren Rug
188353;5974;Orc Bonfire
188354;233;Forge
188355;2128;Mailbox
188356;209;Forge
188357;166;Anvil
188359;7759;Tua'kea Crab Trap
188362;7760;Apothecary Cage
188363;7761;Apothecary Cage (Bottom)
188364;7762;Wrecked Crab Trap
188371;7765;Icemist Village
188372;7765;Wyrmrest Temple
188373;7765;Fordragon Hold
188379;7765;Borean Tundra
188380;7765;Stars' Rest
188381;7765;Icemist Village
188382;7765;Agmar's Hammer
188383;7765;Kor'kron Vanguard
188390;7609;Venomspite
188391;7609;Wyrmrest Temple
188392;7609;New Hearthglen
188393;7609;New Hearthglen
188394;7609;Venomspite
188395;7609;Wintergarde Keep
188396;233;Forge
188397;166;Anvil
188398;7609;Wintergarde Keep
188399;7609;Wyrmrest Temple
188400;7609;Wyrmrest Temple
188401;7609;The Carrion Fields
188402;7609;Wintergarde Keep
188403;7609;Wyrmrest Temple
188404;7609;Venomspite
188407;7609;Zul'Drak
188408;7609;Wintergarde Keep
188409;7609;Grizzly Hills
188410;7609;Crystalsong Forest
188411;7609;Grizzly Hills
188412;7609;Wintergarde Keep
188413;7609;Grizzly Hills
188414;7609;Grizzly Hills
188416;7472;Toalu'u's Brazier
188418;6412;Wanted!
188419;7768;Elder Mana'loa
188423;366;Burning Brazier
188424;210;Letter from Saurfang
188432;7836;Black Blood of Yogg-Saron
188441;6327;Splintered Bone Chunk
188445;1167;Ley Line Focus
188446;7860;Projection of the Arcanomicon
188448;7783;Nexus Sigil Blue 01
188454;2047;Fizzcrank Paratrooper Teleporter
188457;7784;Nexus Dragon Egg
188474;1167;Ley Line Focus
188475;7788;Telestra Energy Well
188476;7783;Telestra Energy Circle
188489;7791;Ruby Lilac
188491;1167;Ley Line Focus
188494;3651;Harpy Tail Feather
