id;value;displayid;
37002;Binder's Links;51109;
37003;Alliance Missive;7733;
37004;Plainwatcher Legplates;51125;
37005;D.E.H.T.A. Overshirt;51154;
37006;Ley Line Attunement Crystal;33296;
37007;Faux Leather Hood;51164;
37008;Ethical Epaulettes;49362;
37009;Moral Sabatons;51269;
37010;Gray Worg Hide;3164;
37011;Magic Broom;56954;
37013;Dun Argol Cage Key;13885;
37014;Rod of Poacher Punishment;50200;
37015;Dowsing Rod;56890;
37016;Wand of the Keeper;56889;
37017;Nimble Blade;49206;
37018;G.E.H.T.A.;51175;
37019;Borean Ward;51091;
37020;Grizzly Hide;7169;
37021;Claw of the Tuskarr;51152;
37022;Shark Stabber;51246;
37023;Compact Arrow Launcher;49202;
37024;Medicine Stick;51545;
37025;Blubber Carver;49227;
37026;Spirit Channeller's Rod;50138;
37027;Blight Specimen;49582;
37028;Condor-Bone Star;40005;
37029;Fin Carver;51168;
37030;Blubber Grinder;49203;
37031;Zook's Walking Stick;50133;
37032;Edge of the Tuskarr;50063;
37033;Manual of the Tides;50191;
37034;Lobstrock Slicer;51196;
37035;Overseer's Uniform;49583;
37036;Fish-Eye Poker;50130;
37037;Ritualistic Athame;49373;
37038;Brazier Igniter;44799;
37039;Mrgl Blade;51268;
37040;Svala's Bloodied Shackles;53002;
37041;Scepter of the Winterfin;50198;
37042;Glimmering Orca Tooth;51180;
37043;Tear-Linked Gauntlets;52235;
37044;Amphibious Speargun;49202;
37045;Kilian's Camera;49586;
37046;Shell Smasher;50319;
37047;Branch of Everlasting Flame;56891;
37048;Shroud of Resurrection;30783;
37049;Lost Marksman's Rifle;49226;
37050;Trophy Gatherer;50515;
37051;Seal of Valgarde;41655;
37052;Reanimated Armor;49353;
37053;Amulet of Deflected Blows;32008;
37054;Frostbiter;50340;
37055;Silken Amice of the Ymirjar;52234;
37056;Harpooner's Striders;52568;
37057;Drake Rider's Tunic;49354;
37058;Signet of Ranulf;39121;
37060;Jeweled Coronation Sword;50509;
37061;Tor's Crest;50511;
37062;Crown of Forgotten Kings;50615;
37063;Infused Drakkari Offering;34059;
37064;Vestige of Haldor;43092;
37065;Ymiron's Blade;50514;
37066;Ancient Royal Legguards;52997;
37067;Ceremonial Pyre Mantle;49369;
37068;Berserker's Sabatons;50507;
37069;Dragonflayer Seer's Bindings;52232;
37070;Tundra Wolf Boots;55282;
37071;Overseer Disguise Kit;49587;
37072;Jagged Icefist;51189;
37073;Hungering Greatstaff;49232;
37074;Greatmother's Talisman of Cleansing;51182;
37075;Serrated Scale Shank;50121;
37076;Fiery Prod;51166;
37077;Smoldering Talon;51241;
37078;Rod of the Crimson Keeper;51258;
37079;Enchanted Wire Stitching;9835;
37080;Crimson Will;50328;
37081;Meathook's Slicer;51597;
37082;Slaughterhouse Sabatons;53001;
37083;Kilt of Sewn Flesh;51598;
37084;Flowing Cloak of Command;28695;
37085;Haze Leaf;6376;
37086;Tome of Salramm;51600;
37087;Sweetroot;50825;
37088;Spiked Metal Cilice;51601;
37091;Scroll of Intellect VII;2616;
37092;Scroll of Intellect VIII;2616;
37093;Scroll of Stamina VII;1093;
37094;Scroll of Stamina VIII;1093;
37095;Waistband of the Thuzadin;52343;
37096;Necklace of the Chrono-Lord;31899;
37097;Scroll of Spirit VII;2616;
37098;Scroll of Spirit VIII;2616;
37099;Sempiternal Staff;51602;
37101;Ivory Ink;55105;
37104;Mature Stag Horn;49604;
37105;Treads of Altered History;52421;
37106;Ouroboros Belt;51603;
37107;Leeka's Shield;51453;
37108;Dreadlord's Blade;51606;
37109;Discarded Silver Hand Spaulders;51577;
37110;Gauntlets of Dark Conversion;52399;
37111;Soul Preserver;19785;
37112;Beguiling Scepter;55984;
37113;Demonic Fabric Bands;52398;
37114;Gloves of Northern Lordaeron;51608;
37115;Crusader's Square Pauldrons;49876;
37116;Epaulets of Market Row;49362;
37117;King's Square Bracers;49363;
37118;Scroll of Recall;56317;
37121;Ectoplasmic Residue;49613;
37122;Taut Driftwood Bow;50149;
37124;Emerald Dragon Tear;6851;
37125;Rokar's Camera;49586;
37129;Flask of Blight;2515;
37134;Telestra's Journal;50990;
37135;Arcane-Shielded Helm;52500;
37136;Scarlet Onslaught Armor;49644;
37137;Scarlet Onslaught Weapon;49645;
37138;Bands of Channeled Energy;50907;
37139;Spaulders of the Careless Thief;49369;
37140;Ace of Rogues;44704;
37141;Amulet of Dazzling Light;35437;
37143;Two of Rogues;44704;
37144;Hauberk of the Arcane Wraith;52327;
37145;Ace of Swords;44705;
37147;Two of Swords;44705;
37149;Helm of Anomalus;50908;
37150;Rift Striders;50909;
37151;Band of Frosted Thorns;33728;
37152;Girdle of Ice;50910;
37153;Gloves of the Crystal Gardener;52225;
37155;Frozen Forest Kilt;52323;
37156;Three of Rogues;44704;
37159;Three of Swords;44705;
37160;Four of Swords;44705;
37162;Bulwark of the Noble Protector;50911;
37163;Rogues Deck;31755;
37164;Swords Deck;31755;
37165;Crystal-Infused Tunic;49354;
37166;Sphere of Red Dragon's Blood;52326;
37167;Dragon Slayer's Sabatons;52316;
37168;Mysterious Tarot;44704;
37169;War Mace of Unrequited Love;50987;
37170;Interwoven Scale Bracers;53811;
37171;Flame-Bathed Steel Girdle;53806;
37172;Gloves of Glistening Runes;53824;
37173;Geomancer's Orb;33173;
37177;Wand of the San'layn;43088;
37178;Strategist's Belt;51686;
37179;Infantry Assault Blade;51688;
37180;Battlemap Hide Helm;51003;
37181;Dagger of Betrayal;50971;
37182;Helmet of the Constructor;52302;
37183;Bindings of the Tunneler;51689;
37184;Dalronn's Jerkin;52330;
37185;Succulent Venison;25467;
37186;Unsmashable Heavy Band;33808;
37187;Container of Rats;35407;
37188;Plunderer's Helmet;59543;
37189;Breeches of the Caller;52328;
37190;Enraged Feral Staff;51691;
37191;Drake-Mounted Crossbow;51692;
37192;Annhylde's Ring;49005;
37193;Staggering Legplates;53810;
37194;Sharp-Barbed Leather Belt;53821;
37195;Band of Enchanted Growth;39122;
37196;Runecaster's Mantle;52234;
37197;Tattered Castle Drape;51374;
37198;Prototype Neural Needler;42557;
37199;Slime Sample;50821;
37200;Grizzly Flank;47467;
37201;Corpse Dust;6371;
37202;Onslaught Riding Crop;49655;
37203;Regenerative Cloth;51266;
37204;Transborean Leggings;51227;
37205;Transborean Mantle;51199;
37206;Weathered Worker Cloak;51214;
37207;Seafarer Boots;51252;
37208;Transborean Bracers;51188;
37209;Wharfmaster's Hat;52530;
37211;Iceflow Footwraps;51187;
37212;Transborean Wraps;51224;
37213;Iceflow Wristwraps;51188;
37214;Sweltering Leggings;51234;
37215;Lost Sea Oculus;51198;
37216;Facade Shield of Glyphs;51721;
37217;Golden Limb Bands;51722;
37218;Stone-Worn Footwraps;52310;
37219;Custodian's Chestpiece;51723;
37220;Essence of Gossamer;51724;
37221;Hollowed Mandible Legplates;52309;
37222;Egg Sac Robes;52307;
37223;Sweltering Handwraps;51235;
37224;Sweltering Belt;51172;
37226;Sweltering Robes;51233;
37227;Seafarer Mantle;49361;
37228;Sweltering Cuffs;51236;
37229;Flame-Imbued Talisman;24778;
37230;Grotto Mist Gloves;50979;
37231;Frostspeaker Collar;9086;
37232;Ring of the Traitor King;31657;
37233;The Forsaken Blight;22192;
37234;Layered Frost Hood;51192;
37235;Crypt Lord's Deft Blade;51726;
37236;Insect Vestments;51727;
37237;Chitin Shell Greathelm;52995;
37238;Rod of the Fallen Monarch;51806;
37239;Layered Frost Sandals;51191;
37240;Flamebeard's Bracers;53807;
37241;Ancient Aligned Girdle;51808;
37242;Sash of the Servant;51809;
37243;Treasure Seeker's Belt;51728;
37246;Blackroot Stalk;49667;
37247;Anderhol's Slider Cider;15773;
37248;Siegesmith Bomb;52864;
37250;Partially Processed Amberseeds;7039;
37251;Crazed Furbolg Blood;16452;
37252;Frostberries;49687;
37253;Frostberry Juice;35584;
37254;Super Simian Sphere;7245;
37255;The Interrogator;50996;
37256;Scaled Armor of Drakos;52325;
37257;Band of Torture;32323;
37258;Drakewing Raiments;52317;
37259;Siegesmith Bombs;52864;
37260;Cloudstrider's Waraxe;50998;
37261;Gloves of Radiant Light;50999;
37262;Azure Ringmail Leggings;52313;
37263;Legplates of the Oculus Guardian;50609;
37264;Pendulum of Telluric Currents;51001;
37265;Tua'kea's Breathing Bladder;49761;
37267;Scarlet Onslaught Daily Orders: Barracks;9135;
37268;Scarlet Onslaught Daily Orders: Abbey;9135;
37269;Scarlet Onslaught Daily Orders: Beach;9135;
37270;Layered Frost Robes;51194;
37271;Dusk Watcher's Belt;51161;
37272;Wizzlenob Shoulder Covers;51208;
37274;Mender's Cover;51203;
37275;Mantle of Congealed Anger;51199;
37276;Gorge's Loungewear;51183;
37277;Ermine Ruff Cloak;51534;
37280;Flame Hardened Waistband;51172;
37282;Cavernous Gauntlets;51136;
37283;Wandering Healer's Kilt;51218;
37287;Wintergarde Gryphon Whistle;45186;
37288;Catalytic Bands;50994;
37289;Sash of Phantasmal Images;52324;
37290;Dragon Prow Amulet;33906;
37291;Ancient Dragon Spirit Cape;51004;
37292;Ley-Guardian's Legguards;50609;
37293;Mask of the Watcher;51003;
37294;Crown of Unbridled Magic;52492;
37299;Scarlet Onslaught Daily Orders;811;
37300;Levine Family Termites;12927;
37302;Vordrassil's Seed;7287;
37303;Vordrassil's Ashes;2480;
37304;Apothecary's Burning Water;35738;
37305;Captain Shely's Rutters;1096;
37306;Verdant Torch;35178;
37307;Purified Ashes of Vordrassil;2480;
37314;High Executor's Branding Iron;65930;
37319;Grips of the Windswept Plains;49913;
37320;Spaulders of Echoing Truth;49246;
37322;Flame Hardened Wristbindings;51173;
37325;Warsong Scout Spaulders;51217;
37331;Formula: Enchant Cloak - Superior Fire Resistance;11431;
37332;Formula: Enchant Cloak - Superior Frost Resistance;11431;
37333;Formula: Enchant Cloak - Superior Nature Resistance;11431;
37334;Formula: Enchant Cloak - Superior Shadow Resistance;11431;
37339;Formula: Enchant Weapon - Giant Slayer;56750;
37344;Formula: Enchant Weapon - Icebreaker;56750;
37347;Formula: Enchant Cloak - Titanweave;56741;
37349;Formula: Enchant Cloak - Shadow Armor;56741;
37350;Bishop Street's Prayer Book;1134;
37351;Reinforced Caribou-Hide Leggings;51201;
37352;Regenerative Hide Harness;49255;
37353;Reinforced Caribou-Hide Helm;51264;
37354;Reinforced Caribou-Hide Boots;49906;
37355;Reinforced Caribou-Hide Chestguard;51265;
37356;Rhinohide Wristwraps;49256;
37357;Shivering Healer's Cloak;51242;
37358;Quarterflash's Mining Pick;49234;
37359;Strange Ore;36189;
37360;Staff of Draconic Combat;55717;
37361;Cuffs of Winged Levitation;53822;
37362;Leggings of Protective Auras;53808;
37363;Gauntlets of Dragon Wrath;51010;
37364;Frostbridge Orb;51005;
37365;Bands of the Sky Ring;52314;
37366;Drake-Champion's Bracers;51006;
37367;Echoing Stompers;51700;
37368;Silent Spectator Shoulderpads;51701;
37369;Sorrowgrave's Breeches;52334;
37370;Cuffs of the Trussed Hall;52329;
37371;Ring of the Frenzied Wolvar;26001;
37372;Harpoon;49771;
37373;Massive Spaulders of the Jormungar;52333;
37374;Ravenous Leggings of the Furbolg;51702;
37375;Rhinohide Gloves;51262;
37376;Ferocious Pauldrons of the Rhino;51604;
37377;Netherbreath Spellblade;51703;
37378;Sealskin Bindings;49864;
37379;Skadi's Iron Belt;51704;
37380;Whalehunter Leggings;51210;
37381;Banshee's Magic Mirror;49782;
37382;Charred Drakehide Belt;56376;
37383;Seared Scale Cape;51250;
37384;Staff of Wayward Principles;50988;
37387;Charred Treads;49980;
37388;Reinforced Elastic Band;51263;
37389;Crenelation Leggings;49358;
37390;Meteorite Whetstone;51706;
37391;Rhinohide Mask;51294;
37392;Soggy Hide Pauldrons;49847;
37393;Shadewrap Gloves;49911;
37394;Marshwalker Waistguard;49816;
37395;Ornamented Plate Regalia;51707;
37396;Whalehunter Gloves;51211;
37397;Gold Amulet of Kings;4841;
37398;Mantle of Discarded Ways;49362;
37399;Floodplain Shoulderpads;49246;
37401;Red Sword of Courage;51695;
37402;Floodplain Vest;49255;
37403;Marshwalker Boots;49906;
37404;Floodplain Cover;49264;
37405;Marshwalker Pauldrons;49848;
37406;Denwatcher's Leggings;49851;
37407;Sovereign's Belt;51697;
37408;Girdle of Bane;53823;
37409;Gilt-Edged Leather Gauntlets;53819;
37410;Tracker's Balanced Knives;51708;
37411;Wintergarde Miner's Card;50676;
37412;Grooved Cog;49784;
37413;Notched Sprocket;49785;
37414;Farseer's Headpiece;49527;
37415;Tundrastrider Ringmail;51221;
37416;High Tension Spring;49783;
37417;Westrift Handcovers;51066;
37418;Seaspeaker Legguards;51067;
37419;Seaspeaker Mantle;49521;
37421;Waverunner Waistband;51215;
37422;Westrift Wristguards;51212;
37423;Sharkproof Coif;51244;
37424;Plainhunter's Epaulettes;51237;
37425;Tundrastrider Boots;51223;
37426;Rusty Mesh Leggings;51257;
37427;Plainhunter's Waistband;51267;
37428;Ring-Ridden Wrist Protectors;51260;
37429;Glimmering Ringmail Gloves;51181;
37430;Solid Sky Sapphire (Unused);39927;
37431;Fetch Ball;7363;
37432;Torturer's Rod;49788;
37434;Cauterizing Chain Strand;51113;
37435;Flame Infused Bindings;51137;
37436;Seaspeaker Gloves;51248;
37437;Plainhunter's Chestpiece;51071;
37438;Rod of Compulsion;49788;
37439;Spiked Magmoth Gloves;51239;
37440;Spiked Magmoth Chestpiece;51240;
37441;Spiked Magmoth Mantle;51237;
37442;Chilled Mail Boots;51148;
37443;Spiked Magmoth Helm;51238;
37445;Destructive Wards;50443;
37446;Tank Commander's Treads;51231;
37447;Reinforced Mendicant's Cowl;53181;
37449;Breath of Murloc;4836;
37452;Fatty Bluefin;49798;
37456;Cauterizing Chain Leggings;51067;
37458;Wristguards of Rocky Horror;51137;
37459;Quarterflash's Homing Bot;44269;
37460;Rope Pet Leash;11907;
37461;Tidebreaker Trident;49801;
37462;Sea King's Crown;49800;
37463;Winterfin Patch of Honor;22794;
37464;Winterfin Horn of Distress;50664;
37465;Wintergarde Mine Bomb;49804;
37467;A Steamy Romance Novel: Forbidden Love;9319;
37471;Girdle of Ripped Space;51106;
37475;Benign Crusader's Plate;51125;
37476;Gorge's Breastplate of Bloodrage;51094;
37478;Amberplate Grips;52372;
37479;Amberplate Legguards;56188;
37480;Mightstone Helm;51207;
37481;Chestguard of Salved Wounds;51087;
37482;Mightstone Legplates;51206;
37483;Seabone Heaume;61308;
37484;Mendicant's Treads;51162;
37486;Landlocked Wristguards;51190;
37487;Seabone Legplates;51254;
37498;Bartlett's Bitter Brew;18079;
37499;Lord of Frost's Private Label;18079;
37500;Key to Refurbished Shredder;13824;
37501;Northern Salmon;4813;
37502;Quarterflash's Package;12925;
37505;Battle Leader's Breastplate;56330;
37506;Bogstrok Plate Gloves;56354;
37507;Chilled Shoulderplates;56386;
37508;Sinking Pauldrons;49725;
37509;Seething Waistguard;51247;
37512;Gauntlets of the Crimson Guardian;51151;
37513;Helm of the Crimson Drakonid;51184;
37514;Freed Shackles;51133;
37515;Lost Crusader Waistguard;51197;
37516;Chilled Greaves;51504;
37517;Chilled Pauldrons;49725;
37518;Amberplate Waistguard;56189;
37519;Amberplate Headguard;51904;
37520;Plainkeeper Blockade;51453;
37521;Icechill Buckler;50911;
37522;Earthborn Greaves;51162;
37523;Rigid Tuskring;28830;
37524;Scout's Signet Ring;26001;
37525;Deep Sea Tuskring;51277;
37526;Thin Dexterity Enhancing Tube;51230;
37527;Shimmering Band;51243;
37528;Dry Earth Circle;23629;
37529;Shivering Healer's Ring;23728;
37530;Icy Ripper Ring;9840;
37535;Stave of the Windborn;50137;
37537;Stave of the Spiritcaller;50142;
37538;Scrying Orb;7261;
37539;Neltharion's Flame;16325;
37540;The Diary of High General Abbendis;8093;
37541;Giant Turtle Collar;34318;
37542;Fishing Net;3673;
37543;Pugnacious Collar;9852;
37545;Graven Shoveltusk Pendant;9860;
37546;Choker of the Northern Wind;6490;
37547;Fireborn Warhammer;50203;
37548;Iceflow Collar;35437;
37555;Warsong's Wrath;45851;
37556;Talisman of the Tundra;39927;
37557;Warsong's Fervor;16283;
37558;Tidal Boon;52820;
37559;Serrah's Star;29947;
37560;Vial of Renewal;51112;
37562;Fury of the Crimson Drake;22639;
37564;Scaled Flame Cloak;51256;
37565;The Head of the High General;15706;
37566;Durable Worghide Cape;51160;
37567;Healing Injector Kit;20628;
37568;Renewing Tourniquet;2925;
37569;Murkweed;49822;
37570;Murkweed Elixir;9731;
37572;Cedar Chest;15692;
37573;Idol of the Plainstalker;39640;
37574;Libram of Furious Blows;5563;
37575;Totem of the Tundra;47072;
37576;Renewing Bandage;32426;
37577;Orik's Crystalline Orb;6506;
37580;Forgotten Treasure;16190;
37581;Bloodied Scalping Knife;21411;
37582;Pyroblast Cinnamon Ball;29722;
37583;G.N.E.R.D.S.;50455;
37584;Soothing Spearmint Candy;37659;
37585;Chewy Fel Taffy;13715;
37587;Ymirjar Physician's Robe;51709;
37590;Bands of Fading Light;51710;
37591;Nerubian Shield Ring;54513;
37592;Brood Plague Helmet;57540;
37593;Sprinting Shoulderpads;49369;
37594;Elder Headpiece;54514;
37595;Necklace of Taldaram;31899;
37601;Flesh-bound Tome;1246;
37602;Armor Vellum II;57290;
37603;Scroll of Enchant Boots - Dexterity;811;
37604;Tooth Pick;49880;
37606;Penny Pouch;4584;
37607;Flesh-bound Tome;1246;
37612;Bonegrinder Breastplate;51520;
37613;Flame Sphere Bindings;52311;
37614;Gauntlets of the Plundering Geist;54516;
37615;Titanium Compound Bow;54501;
37616;Kilt of the Forgotten One;49357;
37617;Staff of Sinister Claws;54504;
37618;Greaves of Ancient Evil;52568;
37619;Wand of Ahn'kahet;55720;
37620;Bracers of the Herald;54039;
37621;Smoke Bomb;38667;
37622;Skirt of the Old Kingdom;54519;
37623;Fiery Obelisk Handguards;54520;
37624;Stained-Glass Shard Ring;35472;
37625;Web Winder Gloves;54517;
37626;Wand of Sseratus;53117;
37627;Snake Den Spaulders;51927;
37628;Slad'ran's Coiled Cord;53118;
37629;Slithering Slippers;53116;
37630;Shroud of Moorabi;47068;
37631;Fist of the Deity;57305;
37632;Mojo Frenzy Greaves;50507;
37633;Ground Tremor Helm;50615;
37634;Bracers of the Divine Elemental;53120;
37635;Pauldrons of the Colossus;51577;
37636;Helm of Cheated Fate;50908;
37637;Living Mojo Belt;53121;
37638;Offering of Sacrifice;53122;
37639;Grips of the Beast God;53123;
37640;Boots of Transformation;53124;
37641;Arcane Flame Altar-Garb;53126;
37642;Hemorrhaging Circle;31657;
37643;Sash of Blood Removal;53815;
37644;Gored Hide Legguards;53820;
37645;Horn-Tipped Gauntlets;53132;
37646;Burning Skull Pendant;53133;
37647;Cloak of Bloodied Waters;23018;
37648;Belt of Tasseled Lanterns;53134;
37650;Shardling Legguards;51459;
37651;The Prospector's Prize;31906;
37652;Spaulders of Krystallus;51460;
37653;Sword of Justice;51512;
37654;Sabatons of the Ages;52363;
37655;Mantle of the Tribunal;52355;
37656;Raging Construct Bands;52360;
37657;Spark of Life;51518;
37658;Sun-Emblazoned Chestplate;51520;
37659;Enti's Quenched Sword;2380;
37660;Forge Ember;31282;
37661;Gossamer Potion;17896;
37662;Gossamer Dust;7137;
37663;Titansteel Bar;57336;
37664;Element 115;55088;
37665;Tranquilizer Dart;21411;
37666;Boots of the Whirling Mist;51519;
37667;The Fleshshaper;51521;
37668;Bands of the Stoneforge;51632;
37669;Leggings of the Stone Halls;52345;
37670;Sjonnir's Girdle;53809;
37671;Refined Ore Gloves;51516;
37672;Patina-Coated Breastplate;50991;
37673;Dark Runic Mantle;51301;
37674;An Unopened Tome of Advice;9319;
37675;Legplates of Steel Implants;51612;
37677;Numbered Rod;21205;
37678;Bile-Cured Gloves;51613;
37679;Spaulders of the Abomination;57604;
37680;Belt of Unified Souls;52347;
37681;Gavel of the Fleshcrafter;50603;
37682;Bindings of Dark Will;50510;
37683;Necromancer's Amulet;9852;
37684;Forgotten Shadow Hood;52529;
37685;Mobius Band;44841;
37686;Cracked Epoch Grasps;52397;
37687;Gloves of Distorted Time;52400;
37688;Legplates of the Infinite Drakonid;51615;
37689;Pendant of the Nathrezim;48511;
37690;Pauldrons of Destiny;49876;
37691;Mantle of Deceit;52407;
37692;Pierce's Pistol;52414;
37693;Greed;54894;
37694;Band of Guile;34189;
37695;Legguards of Nature's Power;53835;
37696;Plague-Infected Bracers;51939;
37700;Crystallized Air;55240;
37701;Crystallized Earth;60020;
37702;Crystallized Fire;55241;
37703;Crystallized Shadow;55243;
37704;Crystallized Life;55242;
37705;Crystallized Water;60021;
37707;Wild Carrot;21115;
37708;Stick;20618;
37712;Terrace Defence Boots;52568;
37713;Needle and Thread;49943;
37714;Batrider's Cord;52565;
37715;Cowl of the Dire Troll;52529;
37716;Flashbang Grenade;49944;
37717;Legs of Physical Regeneration;52567;
37718;Temple Crystal Fragment;52569;
37721;Cursed Lich Blade;52571;
37722;Breastplate of Undeath;51520;
37723;Incisor Fragment;52572;
37724;Handler's Arm Strap;52573;
37725;Savage Wound Wrap;52398;
37726;King Dred's Helm;50612;
37727;Ruby Acorn;7287;
37728;Cloak of the Enemy;43096;
37729;Grips of Sculptured Icicles;52619;
37730;Cleric's Linen Shoes;52620;
37731;Opposed Stasis Leggings;52618;
37732;Spectral Seal of the Prophet;31664;
37733;Mojo Masked Crusher;52574;
37734;Talisman of Troll Divinity;52576;
37735;Ziggurat Imprinted Chestguard;52338;
37736;Brew of the Month Club Membership Form;7695;
37737;Brew of the Month Club Membership Form;7695;
37741;Letter of Amnesty;32847;
37743;Legguards of Brutalization;50506;
37744;Horrorblood Treads;52467;
37745;Greenhealer's Garb;50025;
37746;Helm of the Burning Soul;52544;
