long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
1771,-1,-1,0,"Lich King 10-player different bosses killed",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 10-player different bosses killed",,,,,,,,,,,,,,,,0xFF01FE,14807,0x0,16,0x21,1,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,1770,
1977,-1,-1,0,"Dalaran Jewelcrafter's Tokens gained",,,,,,,,,,,,,,,,0xFF01FE,"Dalaran Jewelcrafter's Tokens gained",,,,,,,,,,,,,,,,0xFF01FE,173,0x0,16,0x1,1,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2002,-1,-1,2001,"100 Dalaran Cooking Awards",,,,,,,,,,,,,,,,0xFF01FE,"Obtain 100 Dalaran Cooking Awards.",,,,,,,,,,,,,,,,0xFF01FE,170,0xA,16,0x0,2468,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2180,-1,533,0,"Subtraction (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thaddius in Naxxramas with less than 9 players in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,16,0x0,1885,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2181,-1,533,0,"Subtraction (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thaddius in Naxxramas with less than 21 players in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,16,0x0,1885,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2191,-1,607,0,"Ancient Courtyard Protector",,,,,,,,,,,,,,,,0xFF01FE,"Kill 100 players in the Courtyard of the Ancients.",,,,,,,,,,,,,,,,0xFF01FE,14881,0xA,16,0x0,856,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2764,1,-1,2781,"Exalted Champion of Stormwind",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with and the right to represent Stormwind in the Argent Tournament.",,,,,,,,,,,,,,,,0xFF01FE,14941,0xA,16,0x0,3800,"Title Reward: of Stormwind",,,,,,,,,,,,,,,,0xFF01FE,0,0,
2873,-1,603,0,"Razorscale kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Razorscale kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,14963,0xA,16,0x1,1700,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2923,-1,603,0,"Iron Dwarf, Medium Rare (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat 25 Dark Rune Guardian Dwarves with Razorscale's Flame Breath in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,16,0x0,3853,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2924,-1,603,0,"Iron Dwarf, Medium Rare (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat 25 Dark Rune Guardian Dwarves with Razorscale's Flame Breath in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,16,0x0,3853,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
3656,0,-1,0,"Pilgrim",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Pilgrim's Bounty achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,155,0xA,16,0x0,3936,"Reward: Pilgrim Title & Plump Turkey Pet",,,,,,,,,,,,,,,,0xFF01FE,0,0,
4027,-1,-1,0,"The Black Knight kills (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,"The Black Knight kills (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,15021,0x0,16,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4097,-1,-1,0,"Isle of Conquest victories",,,,,,,,,,,,,,,,0xFF01FE,"Isle of Conquest victories",,,,,,,,,,,,,,,,0xFF01FE,153,0x0,16,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4256,0,-1,0,"Demolition Derby",,,,,,,,,,,,,,,,0xFF01FE,"Destroy the following vehicles in Isle of Conquest",,,,,,,,,,,,,,,,0xFF01FE,15003,0xA,16,0x0,2306,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4316,-1,-1,3876,"2500 Dungeon & Raid Emblems",,,,,,,,,,,,,,,,0xFF01FE,"Loot 2500 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",,,,,,,,,,,,,,,,0xFF01FE,168,0xA,16,0x88,1950,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4437,0,-1,0,"BB King",,,,,,,,,,,,,,,,0xFF01FE,"Pelt the enemy leaders listed below.",,,,,,,,,,,,,,,,0xFF01FE,156,0xA,16,0x0,393,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4517,-1,658,0,"The Pit of Saron",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in The Pit of Saron.",,,,,,,,,,,,,,,,0xFF01FE,14806,0xA,16,0x0,4150,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4520,-1,658,0,"Heroic: The Pit of Saron",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in The Pit of Saron on Heroic difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,16,0x0,4150,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4537,-1,631,0,"I've Gone and Made a Mess (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Deathbringer before Mark of the Fallen Champion is cast three times in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15041,0xA,16,0x0,4161,"",,,,,,,,,,,,,,,,0xFF01EC,1,0,
4613,-1,631,0,"I've Gone and Made a Mess (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Deathbringer before Mark of the Fallen Champion is cast five times in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15042,0xA,16,0x0,4161,"",,,,,,,,,,,,,,,,0xFF01EC,1,0,
4727,-1,-1,0,"Lich King escapes (Heroic Halls of Reflection)",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,15062,0x0,16,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
99,-1,-1,0,"Ruins of Lordaeron matches",,,,,,,,,,,,,,,,0xFF01FE,"Ruins of Lordaeron matches",,,,,,,,,,,,,,,,0xFF01FE,152,0x0,17,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
388,1,-1,0,"City Defender",,,,,,,,,,,,,,,,0xFF01FE,"Kill 50 enemy players in any of your home cities.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,17,0x88,3574,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
393,-1,-1,0,"Alterac Valley towers defended",,,,,,,,,,,,,,,,0xFF01FE,"Alterac Valley towers defended",,,,,,,,,,,,,,,,0xFF01FE,153,0x0,17,0x1,1243604,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
667,-1,543,0,"Heroic: Hellfire Ramparts",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the leaders of Hellfire Ramparts on Heroic Difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,17,0x0,3680,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
709,1,-1,0,"Hero of the Stormpike Guard",,,,,,,,,,,,,,,,0xFF01FE,"Gain exalted reputation with the Stormpike Guard.",,,,,,,,,,,,,,,,0xFF01FE,14801,0xA,17,0x0,2829,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
761,-1,-1,0,"Explore Arathi Highlands",,,,,,,,,,,,,,,,0xFF01FE,"Explore Arathi Highlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14777,0xA,17,0x0,3542,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
854,-1,-1,0,"Explore Un'Goro Crater",,,,,,,,,,,,,,,,0xFF01FE,"Explore Un'Goro Crater, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14778,0xA,17,0x0,3588,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
891,-1,-1,0,"Giddy Up!",,,,,,,,,,,,,,,,0xFF01FE,"Learn the apprentice riding skill.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,17,0x0,1176,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
938,-1,-1,0,"The Snows of Northrend",,,,,,,,,,,,,,,,0xFF01FE,"Complete all of Hemet Nesingwary quests in Northrend up to and including Post-partum Aggression.",,,,,,,,,,,,,,,,0xFF01FE,14863,0xA,17,0x0,1581,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
971,0,-1,0,"Tricks and Treats of Azeroth",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.",,,,,,,,,,,,,,,,0xFF01FE,158,0x14,17,0x0,1743,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1032,0,-1,0,"Extinguishing Kalimdor",,,,,,,,,,,,,,,,0xFF01FE,"Desecrate the Alliance's bonfires in Kalimdor.",,,,,,,,,,,,,,,,0xFF01FE,161,0xA,17,0x0,1920,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1084,-1,568,0,"Zul'jin kills (Zul'Aman)",,,,,,,,,,,,,,,,0xFF01FE,"Zul'jin kills (Zul'Aman)",,,,,,,,,,,,,,,,0xFF01FE,14822,0x5,17,0x1,2806,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1161,-1,-1,404,"High Five: 2200",,,,,,,,,,,,,,,,0xFF01FE,"Earn a 2200 personal rating in the 5v5 bracket of the arena at level 80.",,,,,,,,,,,,,,,,0xFF01FE,165,0xA,17,0x0,3043,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1170,0,-1,0,"Master of Arathi Basin",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Arathi Basin achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,14802,0x19,17,0x0,1156,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1182,-1,-1,0,"The Bread Winner",,,,,,,,,,,,,,,,0xFF01FE,"Make 10,000 gold from quest rewards.",,,,,,,,,,,,,,,,0xFF01FE,96,0xA,17,0x0,2995,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1225,-1,530,0,"Outland Angler",,,,,,,,,,,,,,,,0xFF01FE,"Catch a fish in each of the specific nodes listed below.",,,,,,,,,,,,,,,,0xFF01FE,171,0xA,17,0x0,3691,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1238,-1,602,0,"Loken kills (Halls of Lightning)",,,,,,,,,,,,,,,,0xFF01FE,"Loken kills (Halls of Lightning)",,,,,,,,,,,,,,,,0xFF01FE,14823,0x5,17,0x1,320,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1307,-1,-1,0,"Upper Blackrock Spire",,,,,,,,,,,,,,,,0xFF01FE,"Defeat General Drakkisath.",,,,,,,,,,,,,,,,0xFF01FE,14808,0xA,17,0x0,3821,"",,,,,,,,,,,,,,,,0x7DFF01EC,1,0,
1409,-1,-1,0,"Realm First! Level 80 Night Elf",,,,,,,,,,,,,,,,0xFF01FE,"First night elf on the realm to achieve level 80.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,17,0x100,3288,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1502,0,489,0,"Quick Cap",,,,,,,,,,,,,,,,0xFF01FE,"Grab the flag and capture it in under 75 seconds.",,,,,,,,,,,,,,,,0xFF01FE,14804,0xA,17,0x0,3483,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1536,-1,-1,0,"Highest Leatherworking skill",,,,,,,,,,,,,,,,0xFF01FE,"Highest Leatherworking skill",,,,,,,,,,,,,,,,0xFF01FE,173,0x0,17,0x1,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1658,-1,-1,0,"Champion of the Frozen Wastes",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the dungeon and raid bosses listed below.",,,,,,,,,,,,,,,,0xFF01FE,168,0xA,17,0x0,182,"Title Reward: Champion of the Frozen Wastes",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1691,0,-1,0,"Merrymaker",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Winter Veil achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,155,0xA,17,0x0,3695,"Title Reward: Merrymaker",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1721,-1,624,0,"Archavon the Stone Watcher (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Archavon the Stone Watcher in 25 player mode.",,,,,,,,,,,,,,,,0xFF01FE,14901,0xA,17,0x0,2351,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1772,-1,-1,0,"Lich King 10-player boss killed the most",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 10-player boss killed the most",,,,,,,,,,,,,,,,0xFF01FE,14807,0x0,17,0x11,1,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,1770,
1773,-1,-1,0,"Beverage consumed most",,,,,,,,,,,,,,,,0xFF01FE,"Beverage consumed most",,,,,,,,,,,,,,,,0xFF01FE,145,0x0,17,0x11,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,346,
1780,-1,-1,0,"Second That Emotion",,,,,,,,,,,,,,,,0xFF01FE,"Eat each one of the ""emotion"" foods listed below.",,,,,,,,,,,,,,,,0xFF01FE,170,0xA,17,0x0,1854,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2182,-1,533,0,"Spore Loser (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Loatheb in Naxxramas without killing any spores in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,17,0x0,3099,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2183,-1,533,0,"Spore Loser (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Loatheb in Naxxramas without killing any spores in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,17,0x0,3099,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2194,1,-1,0,"Master of Strand of the Ancients",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Strand of the Ancients achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,14881,0x19,17,0x0,3402,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2782,1,-1,0,"Champion of the Alliance",,,,,,,,,,,,,,,,0xFF01FE,"Earn the right to represent every Alliance race's faction in the Argent Tournament.",,,,,,,,,,,,,,,,0xFF01FE,14941,0xA,17,0x0,3807,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2874,-1,603,0,"Ignis the Furnace Master kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Ignis the Furnace Master kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,14963,0xA,17,0x1,1700,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2925,-1,603,0,"Shattered (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Ignis the Furnace Master after shattering 2 Iron Constructs within 5 seconds in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,17,0x0,976,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2926,-1,603,0,"Shattered (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Ignis the Furnace Master after shattering 2 Iron Constructs within 5 seconds in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,17,0x0,976,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
3855,-1,628,0,"Glaive Grave",,,,,,,,,,,,,,,,0xFF01FE,"In Isle of Conquest, kill 10 players with a Glaive Thrower without dying.",,,,,,,,,,,,,,,,0xFF01FE,15003,0xA,17,0x0,85,"",,,,,,,,,,,,,,,,0xFFF7FC,0,0,
4028,-1,-1,0,"Victories over the Beasts of Northrend (Trial of the Crusader 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over the Beasts of Northrend (Trial of the Crusader 10 player)",,,,,,,,,,,,,,,,0xFF01FE,15021,0x0,17,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4518,-1,668,0,"The Halls of Reflection",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in The Halls of Reflection.",,,,,,,,,,,,,,,,0xFF01FE,14806,0xA,17,0x0,4151,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4521,-1,668,0,"Heroic: The Halls of Reflection",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in The Halls of Reflection on Heroic difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,17,0x0,4151,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4538,-1,631,0,"Dances with Oozes (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Rotface without a Big Ooze casting Unstable Ooze Explosion in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15041,0xA,17,0x0,636,"",,,,,,,,,,,,,,,,0xFF01EC,1,0,
4614,-1,631,0,"Dances with Oozes (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Rotface without a Big Ooze casting Unstable Ooze Explosion in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15042,0xA,17,0x0,636,"",,,,,,,,,,,,,,,,0xFF01EC,1,0,
4624,-1,-1,0,"Tough Love",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the trio of Crown Chemical Co. apothecaries in Shadowfang Keep.",,,,,,,,,,,,,,,,0xFF01FE,187,0xA,17,0x0,1076,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4639,-1,-1,0,"Lord Marrowgar kills (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Lord Marrowgar kills (Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,15062,0x0,17,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
102,-1,-1,0,"Ruins of Lordaeron victories",,,,,,,,,,,,,,,,0xFF01FE,"Ruins of Lordaeron victories",,,,,,,,,,,,,,,,0xFF01FE,152,0x0,18,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
207,-1,489,0,"Save The Day",,,,,,,,,,,,,,,,0xFF01FE,"Kill the enemy who is carrying your flag in the opposing team's flag room while the opposing team's flag is at their base, within their control.",,,,,,,,,,,,,,,,0xFF01FE,14804,0xA,18,0x0,2119,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
394,-1,-1,0,"Alterac Valley towers captured",,,,,,,,,,,,,,,,0xFF01FE,"Alterac Valley towers captured",,,,,,,,,,,,,,,,0xFF01FE,153,0x0,18,0x1,1243604,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
408,-1,-1,0,"Hot Streak",,,,,,,,,,,,,,,,0xFF01FE,"Win ten ranked matches in a row at level 80.",,,,,,,,,,,,,,,,0xFF01FE,165,0xA,18,0x0,11,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
644,-1,429,0,"King of Dire Maul",,,,,,,,,,,,,,,,0xFF01FE,"Defeat each wing of Dire Maul.",,,,,,,,,,,,,,,,0xFF01FE,14808,0xA,18,0x0,559,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
668,-1,542,0,"Heroic: The Blood Furnace",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Keli'dan the Breaker on Heroic Difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,18,0x0,3629,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
773,-1,-1,0,"Explore The Hinterlands",,,,,,,,,,,,,,,,0xFF01FE,"Explore The Hinterlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14777,0xA,18,0x0,3556,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
855,-1,-1,0,"Explore Moonglade",,,,,,,,,,,,,,,,0xFF01FE,"Explore Moonglade, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14778,0xA,18,0x0,1660,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
889,-1,-1,891,"Fast and Furious",,,,,,,,,,,,,,,,0xFF01FE,"Learn the journeyman riding skill.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,18,0x0,836,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
963,1,-1,0,"Tricks and Treats of Kalimdor",,,,,,,,,,,,,,,,0xFF01FE,"Visit the Candy Buckets in Kalimdor.",,,,,,,,,,,,,,,,0xFF01FE,158,0xA,18,0x0,3509,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1006,0,-1,0,"City Defender",,,,,,,,,,,,,,,,0xFF01FE,"Kill 50 enemy players in any of your home cities.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,18,0x88,3575,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1033,0,-1,0,"Extinguishing Outland",,,,,,,,,,,,,,,,0xFF01FE,"Desecrate the Alliance's bonfires in Outland.",,,,,,,,,,,,,,,,0xFF01FE,161,0xA,18,0x0,1920,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1085,-1,565,0,"Gruul kills (Gruul's Lair)",,,,,,,,,,,,,,,,0xFF01FE,"Gruul kills (Gruul's Lair)",,,,,,,,,,,,,,,,0xFF01FE,14822,0x5,18,0x1,2798,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1166,-1,30,0,"To the Looter Go the Spoils",,,,,,,,,,,,,,,,0xFF01FE,"Loot the Autographed Picture of Foror & Tigule in Alterac Valley.",,,,,,,,,,,,,,,,0xFF01FE,14801,0xA,18,0x0,2990,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1410,-1,-1,0,"Realm First! Level 80 Orc",,,,,,,,,,,,,,,,0xFF01FE,"First orc on the realm to achieve level 80.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,18,0x100,3289,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1512,-1,602,0,"Loken kills (Heroic Halls of Lightning)",,,,,,,,,,,,,,,,0xFF01FE,"Loken kills (Heroic Halls of Lightning)",,,,,,,,,,,,,,,,0xFF01FE,14823,0x5,18,0x1,320,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1517,-1,571,0,"Northrend Angler",,,,,,,,,,,,,,,,0xFF01FE,"Catch a fish in each of the specific nodes listed below.",,,,,,,,,,,,,,,,0xFF01FE,171,0xA,18,0x0,3692,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1596,-1,-1,0,"Guru of Drakuru",,,,,,,,,,,,,,,,0xFF01FE,"Complete the main storyline quests involving Drakuru listed below.",,,,,,,,,,,,,,,,0xFF01FE,14863,0xA,18,0x0,3479,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1681,1,-1,0,"The Loremaster",,,,,,,,,,,,,,,,0xFF01FE,"Complete the quest achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,96,0xA,18,0x0,1644,"Reward: Title & Loremaster's Colors",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1692,1,-1,0,"Merrymaker",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Winter Veil achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,155,0xA,18,0x0,3695,"Title Reward: Merrymaker",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1740,-1,-1,0,"Leatherworking Patterns learned",,,,,,,,,,,,,,,,0xFF01FE,"Leatherworking Patterns learned",,,,,,,,,,,,,,,,0xFF01FE,173,0x0,18,0x1,4,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1756,-1,-1,0,"Lich King 25-player bosses killed",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 25-player bosses killed",,,,,,,,,,,,,,,,0xFF01FE,14807,0x0,18,0x9,1,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1774,-1,-1,0,"Different beverages consumed",,,,,,,,,,,,,,,,0xFF01FE,"Different beverages consumed",,,,,,,,,,,,,,,,0xFF01FE,145,0x0,18,0x21,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,346,
1781,-1,-1,0,"Critter Gitter",,,,,,,,,,,,,,,,0xFF01FE,"Using Critter Bites, coerce 10 critters to be your pet within 3 minutes or less.",,,,,,,,,,,,,,,,0xFF01FE,170,0xA,18,0x0,2482,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1919,-1,574,0,"On The Rocks",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Prince Keleseth in Utgarde Keep on Heroic Difficulty without shattering any Frost Tombs.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,18,0x0,3260,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2136,-1,-1,0,"Glory of the Hero",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Heroic Dungeon achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,168,0x19,18,0x0,3494,"Reward: Red Proto-Drake",,,,,,,,,,,,,,,,0xFF01FE,0,0,
2176,-1,533,0,"And They Would All Go Down Together (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,18,0x0,3005,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2177,-1,533,0,"And They Would All Go Down Together (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,18,0x0,3005,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2195,0,-1,0,"Master of Strand of the Ancients",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Strand of the Ancients achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,14881,0x19,18,0x0,3402,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2770,1,-1,2782,"Exalted Champion of the Alliance",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with and the right to represent every Alliance race's faction in the Argent Tournament.",,,,,,,,,,,,,,,,0xFF01FE,14941,0xA,18,0x0,3807,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2884,-1,603,0,"XT-002 Deconstructor kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"XT-002 Deconstructor kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,14963,0xA,18,0x1,1700,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2927,-1,603,0,"Hot Pocket (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Survive being thrown into Ignis the Furnace Master's Slag Pot in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,18,0x0,31,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2928,-1,603,0,"Hot Pocket (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Survive being thrown into Ignis the Furnace Master's Slag Pot in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,18,0x0,31,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
3136,-1,624,0,"Emalon the Storm Watcher (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Emalon the Storm Watcher in 10 player mode.",,,,,,,,,,,,,,,,0xFF01FE,14901,0xA,18,0x0,2350,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
